Casename,LAcavity_ASD,LAcavity_Dice,LAcavity_HD
/train_55,0.24474777235313983,0.9758392107208131,13.75
/train_47,0.11857452102713242,0.9777724984780769,2.5
/train_58,2.3768733278354004,0.8605888640260829,21.009670392464514
/train_31,0.2837591804718711,0.970585226110088,3.125
/train_14,0.08253808326630058,0.9894979702462449,8.40851502942107
/train_1,0.08151307302986724,0.9860044032550316,1.976423537605237
/train_41,0.06491094362052677,0.990392629524822,2.5
/train_37,0.10119357652489036,0.9873489613653467,17.33178077982756
/train_42,0.10001121409982253,0.9864561132588358,1.3975424859373686
/train_3,0.182949272236408,0.9768251831128991,11.057378758096332
/train_26,0.6657774918322849,0.9578470325304197,26.70732577402687
/train_57,0.7035711181152613,0.9664922529845059,38.02240293563783
/train_48,0.07846298562777276,0.9893108099629839,7.5
/train_16,0.13000553637960066,0.9820556574146351,7.2886898685566255
/train_4,0.2523683655477646,0.9782119855910927,54.60440115045673
/train_6,0.5531001684997231,0.9480333046224519,28.062430400804562
/train_27,0.18820318495189806,0.9764298359161717,10.897247358851684
/train_24,0.044059753492058255,0.9924074162663077,1.3975424859373686
/train_22,0.15912530442886652,0.9843840887735469,45.13867521316947
/train_33,0.08557668955249907,0.9914841072741651,29.718733569921852
/train_51,0.12436550250466452,0.9834181270020728,2.5
/train_59,0.36204321036924797,0.9768670319725596,30.573937021587522
/train_29,0.12590437221942027,0.9840708259278838,5.303300858899107
/train_18,1.3959556361788859,0.8608100964715211,42.44481711587411
/train_20,1.156317216481501,0.9278868317183788,15.823736126465203
/train_5,0.9404484755741648,0.9595815768230335,25.98076211353316
/train_15,0.660273168265254,0.9576419786957403,37.023008049049714
/train_32,0.20591785475230726,0.9684549594579585,4.00195264839553
/train_12,0.3259725017521899,0.9833198444501471,29.080975310329602
/train_34,0.06315212284070473,0.9915314966130493,5.0
/train_23,0.1073934373793633,0.9866167555570279,10.915155747858114
/train_40,0.09669642066644976,0.9866473860363144,2.5
/train_45,0.37478157763061903,0.9524560687456565,8.338540040078959
/train_49,0.09021382404993991,0.9868798517524218,2.5
/train_21,0.34713151982976914,0.9688893327302313,12.655285457072868
/train_46,1.5696009301474514,0.9137582464354118,26.13068120045859
/train_54,0.2355009411959933,0.9698835402350466,5.0775240028974755
/train_9,1.0011474103024842,0.9388989930355321,37.92467864069516
/train_36,0.09870039026477392,0.9859365351287823,2.5
/train_17,0.18820921059457685,0.9798480044940048,43.52621336620037
/train_35,0.16071698399173778,0.9734814972101308,2.5
/train_52,0.39150667824506485,0.9834021855267675,27.592175068305146
/train_8,0.06964709080678771,0.9881608413522169,2.5
/train_56,0.20368436433765194,0.9743418719263977,17.376798468072305
/train_13,0.15379324212172368,0.9785286921627923,22.655711200489822
/train_11,3.0997669350707713,0.8325632264792411,47.14505541411528
/train_30,1.0320768896335006,0.9599842509351008,39.260746936348525
/train_43,2.7339428738023948,0.8506861102305149,47.17404609528422
/train_25,0.1308570324411181,0.9808105486734355,31.88112686214212
/train_7,0.36211934557068287,0.9617802228502047,4.419417382415922
/train_53,0.07177050515528258,0.9895393474088292,9.354143466934854
/train_28,0.694543525591671,0.9820761233417757,43.89707421913219
/train_38,0.2218386968215223,0.9737100818522242,20.43472840533977
/train_39,0.09971005135863106,0.9867211742107078,9.519716382329886
/train_60,0.17170537636922154,0.9843791321608025,34.46578919740559
/train_2,0.13357957219545663,0.984614611302166,21.102428770167666
/train_44,0.9535499845179709,0.9545909638172486,32.31316488677641
/train_10,0.9316599708018201,0.9725293456924363,42.46781869839797
/train_19,0.3967295841295865,0.9523834231840894,5.0
/train_50,1.0099740870370006,0.9705797802140365,46.11466686424179
